,text,tokens,stopWordsRemovedTokens,rawFeatures,features,topicDistribution
44,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(2000,[246,302,727,880,1003,1488,1849,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,727,880,1003,1488,1849,1944],[3.51526983792,4.49609909093,4.4315605698,4.25971031287,3.41995965812,1.22779838274,4.11310683868,4.49609909093])","[0.644526612041,0.355473387959]"
45,L??immigration irr?guli??re au Canada d?cortiqu?e en 5??questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5??questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5??questions']","(2000,[246,302,880,1003,1488,1583,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,880,1003,1488,1583,1944],[3.51526983792,4.49609909093,4.25971031287,3.41995965812,1.22779838274,5.12470775036,4.49609909093])","[0.598769363088,0.401230636912]"
46,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(2000,[246,302,727,880,1003,1488,1849,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,727,880,1003,1488,1849,1944],[3.51526983792,4.49609909093,4.4315605698,4.25971031287,3.41995965812,1.22779838274,4.11310683868,4.49609909093])","[0.644526998974,0.355473001026]"
47,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(2000,[246,302,727,880,1003,1488,1849,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,727,880,1003,1488,1849,1944],[3.51526983792,4.49609909093,4.4315605698,4.25971031287,3.41995965812,1.22779838274,4.11310683868,4.49609909093])","[0.644526357151,0.355473642849]"
48,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(2000,[246,302,727,880,1003,1488,1849,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,727,880,1003,1488,1849,1944],[3.51526983792,4.49609909093,4.4315605698,4.25971031287,3.41995965812,1.22779838274,4.11310683868,4.49609909093])","[0.644526151944,0.355473848056]"
49,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(2000,[148,222,476,490,778,792,1096,1462,1488,1881],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[148,222,476,490,778,792,1096,1462,1488,1881],[2.90008419883,3.14370628149,2.99945667264,2.87341595175,2.76149803555,2.83470143957,2.47676147332,2.57917647875,1.22779838274,2.97004278744])","[0.649508454465,0.350491545535]"
50,.@TheEconomist profiles Canada's open immigration policies &amp; how they contribute to our economic success:??_ ,"['.@theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'how', 'they', 'contribute', 'to', 'our', 'economic', 'success:??_']","['.@theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'contribute', 'economic', 'success:??_']","(2000,[558,754,940,942,1036,1144,1263,1448,1592,1783],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[558,754,940,942,1036,1144,1263,1448,1592,1783],[3.25290557345,3.44294917634,0.0,4.90156419904,5.25823914298,3.90831242603,4.25971031287,1.19043413599,5.41238982281,4.20841701848])","[0.618648519564,0.381351480436]"
51,Canada Immigration  ?_??_??_??_??__?_? ?_??_? ?_??_??_? ?_??_??_??_??_? ?_??_??__?_? ?__?_??__ ?_??__?__?_??_? ?_??_??__?__?_??_? ?_??_??_??_?......... ,"['canada', 'immigration', '', '?_??_??_??_??__?_?', '?_??_?', '?_??_??_?', '?_??_??_??_??_?', '?_??_??__?_?', '?__?_??__', '?_??__?__?_??_?', '?_??_??__?__?_??_?', '?_??_??_??_?.........']","['canada', 'immigration', '', '?_??_??_??_??__?_?', '?_??_?', '?_??_??_?', '?_??_??_??_??_?', '?_??_??__?_?', '?__?_??__', '?_??__?__?_??_?', '?_??_??__?__?_??_?', '?_??_??_??_?.........']","(2000,[109,134,752,861,1163,1348,1372,1448,1488,1666,1781,1834],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[109,134,752,861,1163,1348,1372,1448,1488,1666,1781,1834],[0.0,0.0,5.41238982281,0.0,0.0,5.0069247147,2.79743004477,1.19043413599,1.22779838274,5.25823914298,5.41238982281,5.25823914298])","[0.613136184903,0.386863815097]"
52,New plan: bribe Canadian immigration with 1000 bottles of Canada Dry.,"['new', 'plan:', 'bribe', 'canadian', 'immigration', 'with', '1000', 'bottles', 'of', 'canada', 'dry.']","['new', 'plan:', 'bribe', 'canadian', 'immigration', '1000', 'bottles', 'canada', 'dry.']","(2000,[25,343,1339,1448,1482,1488,1532,1650,1875],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,343,1339,1448,1482,1488,1532,1650,1875],[3.27232365931,5.0069247147,5.41238982281,1.19043413599,4.02609546169,1.22779838274,0.0,4.37093594798,0.0])","[0.401016400991,0.598983599009]"
53,.@TheEconomist profiles Canada's open immigration policies &amp; how they contribute to our economic success:??_ ,"['.@theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'how', 'they', 'contribute', 'to', 'our', 'economic', 'success:??_']","['.@theeconomist', 'profiles', ""canada's"", 'open', 'immigration', 'policies', '&amp;', 'contribute', 'economic', 'success:??_']","(2000,[558,754,940,942,1036,1144,1263,1448,1592,1783],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[558,754,940,942,1036,1144,1263,1448,1592,1783],[3.25290557345,3.44294917634,0.0,4.90156419904,5.25823914298,3.90831242603,4.25971031287,1.19043413599,5.41238982281,4.20841701848])","[0.618647807518,0.381352192482]"
54,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'because', 'of', 'one', 'corrupt', 'immigration', 'consultant']","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'one', 'corrupt', 'immigration', 'consultant']","(2000,[44,150,422,666,1294,1448,1462,1482,1497,1868,1954],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[44,150,422,666,1294,1448,1462,1482,1497,1868,1954],[3.37550789555,3.87194478186,3.94605275401,3.73841338924,3.54058764591,1.19043413599,2.57917647875,4.02609546169,3.90831242603,4.15962685431,4.02609546169])","[0.319296777735,0.680703222265]"
55,Immigration for canada without india: an compassionate handle: deyFy,"['immigration', 'for', 'canada', 'without', 'india:', 'an', 'compassionate', 'handle:', 'deyfy']","['immigration', 'canada', 'without', 'india:', 'compassionate', 'handle:', 'deyfy']","(2000,[291,884,1100,1206,1448,1488,1745],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[291,884,1100,1206,1448,1488,1745],[0.0,4.90156419904,0.0,5.41238982281,1.19043413599,1.22779838274,0.0])","[0.518582125374,0.481417874626]"
56,#Jamaican #immigrants #Canada,"['#jamaican', '#immigrants', '#canada']","['#jamaican', '#immigrants', '#canada']","(2000,[228,276,642],[1.0,1.0,1.0])","(2000,[228,276,642],[5.25823914298,0.0,2.99945667264])","[0.547088059898,0.452911940102]"
57,"#statistics #immigration""","['#statistics', '#immigration""']","['#statistics', '#immigration""']","(2000,[715,1767],[1.0,1.0])","(2000,[715,1767],[5.0069247147,5.41238982281])","[0.472218659831,0.527781340169]"
58,Mexican visa lift expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'expected', 'cost', 'canada', '$262m', 'decade']","(2000,[148,476,490,778,792,1096,1488,1881],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[148,476,490,778,792,1096,1488,1881],[2.90008419883,2.99945667264,2.87341595175,2.76149803555,2.83470143957,2.47676147332,1.22779838274,2.97004278744])","[0.628559819591,0.371440180409]"
59,"Are people still moving to #Canada ??? Oh that's right, they have real immigration laws and it's??_ ","['are', 'people', 'still', 'moving', 'to', '#canada', '???', 'oh', ""that's"", 'right,', 'they', 'have', 'real', 'immigration', 'laws', 'and', ""it's??_""]","['people', 'still', 'moving', '#canada', '???', 'oh', 'right,', 'real', 'immigration', 'laws', ""it's??_""]","(2000,[358,513,629,642,965,1279,1448,1486,1691,1800,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[358,513,629,642,965,1279,1448,1486,1691,1800,1944],[5.41238982281,5.25823914298,0.0,2.99945667264,0.0,4.11310683868,1.19043413599,4.37093594798,5.25823914298,4.02609546169,4.49609909093])","[0.518459054329,0.481540945671]"
60,"Here are more details on the Richmond, B.C. Immigration Consultant Sunny Wang who was sentenced to 7 years in... ","['here', 'are', 'more', 'details', 'on', 'the', 'richmond,', 'b.c.', 'immigration', 'consultant', 'sunny', 'wang', 'who', 'was', 'sentenced', 'to', '7', 'years', 'in...']","['details', 'richmond,', 'b.c.', 'immigration', 'consultant', 'sunny', 'wang', 'sentenced', '7', 'years', 'in...']","(2000,[16,128,150,425,520,665,1003,1028,1318,1448,1452],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[16,128,150,425,520,665,1003,1028,1318,1448,1452],[5.41238982281,5.41238982281,3.87194478186,5.0069247147,0.0,4.90156419904,3.41995965812,5.12470775036,5.0069247147,1.19043413599,5.12470775036])","[0.463592561335,0.536407438665]"
61,I added a video to a @YouTube playlist ,"['i', 'added', 'a', 'video', 'to', 'a', '@youtube', 'playlist']","['added', 'video', '@youtube', 'playlist']","(2000,[663,1242,1384,1526],[1.0,1.0,1.0,1.0])","(2000,[663,1242,1384,1526],[0.0,0.0,5.41238982281,4.4315605698])","[0.426403063895,0.573596936105]"
62,Mexicans Can Now Travel Visa-Free To Canada ,"['mexicans', 'can', 'now', 'travel', 'visa-free', 'to', 'canada']","['mexicans', 'travel', 'visa-free', 'canada']","(2000,[200,851,1298,1488],[1.0,1.0,1.0,1.0])","(2000,[200,851,1298,1488],[5.25823914298,5.25823914298,4.80625401924,1.22779838274])","[0.484351099545,0.515648900455]"
63,L??immigration irr?guli??re au Canada d?cortiqu?e en 5??questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5??questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5??questions']","(2000,[246,302,880,1003,1488,1583,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,880,1003,1488,1583,1944],[3.51526983792,4.49609909093,4.25971031287,3.41995965812,1.22779838274,5.12470775036,4.49609909093])","[0.598770455878,0.401229544122]"
64,"@SweetnessShawnB Hes the POS that ramped up immigration for Canada, among other globalist policies.","['@sweetnessshawnb', 'hes', 'the', 'pos', 'that', 'ramped', 'up', 'immigration', 'for', 'canada,', 'among', 'other', 'globalist', 'policies.']","['@sweetnessshawnb', 'hes', 'pos', 'ramped', 'immigration', 'canada,', 'among', 'globalist', 'policies.']","(2000,[35,155,405,812,832,1005,1366,1448,1484],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[35,155,405,812,832,1005,1366,1448,1484],[0.0,5.12470775036,0.0,0.0,3.98527346717,0.0,5.12470775036,1.19043413599,0.0])","[0.580601105193,0.419398894807]"
65,"Canada lifted visa requirements to Mexico as of Dec 1, 2016. Thoughts? #visa #immigration","['canada', 'lifted', 'visa', 'requirements', 'to', 'mexico', 'as', 'of', 'dec', '1,', '2016.', 'thoughts?', '#visa', '#immigration']","['canada', 'lifted', 'visa', 'requirements', 'mexico', 'dec', '1,', '2016.', 'thoughts?', '#visa', '#immigration']","(2000,[61,150,308,778,966,1218,1386,1488,1612,1824,1920],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[61,150,308,778,966,1218,1386,1488,1612,1824,1920],[3.02976202214,3.87194478186,0.0,2.76149803555,4.80625401924,5.41238982281,4.80625401924,1.22779838274,5.12470775036,0.0,4.49609909093])","[0.490147293472,0.509852706528]"
66,@HuffingtonPost people Keep praising Canada and Canada has way stricter immigration laws then us they willl boot your liberal American ass,"['@huffingtonpost', 'people', 'keep', 'praising', 'canada', 'and', 'canada', 'has', 'way', 'stricter', 'immigration', 'laws', 'then', 'us', 'they', 'willl', 'boot', 'your', 'liberal', 'american', 'ass']","['@huffingtonpost', 'people', 'keep', 'praising', 'canada', 'canada', 'way', 'stricter', 'immigration', 'laws', 'us', 'willl', 'boot', 'liberal', 'american', 'ass']","(2000,[208,480,690,891,971,1159,1189,1279,1319,1448,1486,1488,1594,1652,1878],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(2000,[208,480,690,891,971,1159,1189,1279,1319,1448,1486,1488,1594,1652,1878],[3.87194478186,5.12470775036,5.0069247147,0.0,5.41238982281,4.80625401924,5.0069247147,4.11310683868,4.56509196242,1.19043413599,4.37093594798,2.45559676548,4.80625401924,5.12470775036,5.25823914298])","[0.322072740429,0.677927259571]"
67,Google search trends for _??_?_ Canada immigration. ,"['google', 'search', 'trends', 'for', '_??_?_', 'canada', 'immigration.']","['google', 'search', 'trends', '_??_?_', 'canada', 'immigration.']","(2000,[146,591,596,1488,1532,1805],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[146,591,596,1488,1532,1805],[5.41238982281,5.12470775036,5.41238982281,1.22779838274,0.0,4.02609546169])","[0.584531561049,0.415468438951]"
68,Canada Immigration Language Converter ,"['canada', 'immigration', 'language', 'converter']","['canada', 'immigration', 'language', 'converter']","(2000,[1185,1448,1488,1716],[1.0,1.0,1.0,1.0])","(2000,[1185,1448,1488,1716],[0.0,1.19043413599,1.22779838274,0.0])","[0.504261902672,0.495738097328]"
69,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(2000,[246,302,727,880,1003,1488,1849,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,727,880,1003,1488,1849,1944],[3.51526983792,4.49609909093,4.4315605698,4.25971031287,3.41995965812,1.22779838274,4.11310683868,4.49609909093])","[0.644527053104,0.355472946896]"
70,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(2000,[246,302,727,880,1003,1488,1849,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,727,880,1003,1488,1849,1944],[3.51526983792,4.49609909093,4.4315605698,4.25971031287,3.41995965812,1.22779838274,4.11310683868,4.49609909093])","[0.644526075446,0.355473924554]"
71,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(2000,[246,302,727,880,1003,1488,1849,1944],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[246,302,727,880,1003,1488,1849,1944],[3.51526983792,4.49609909093,4.4315605698,4.25971031287,3.41995965812,1.22779838274,4.11310683868,4.49609909093])","[0.644526485641,0.355473514359]"
72,I predicted the mass illegal immigration to #canada after #Trump ,"['i', 'predicted', 'the', 'mass', 'illegal', 'immigration', 'to', '#canada', 'after', '#trump']","['predicted', 'mass', 'illegal', 'immigration', '#canada', '#trump']","(2000,[423,642,1052,1285,1375,1448],[1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[423,642,1052,1285,1375,1448],[5.41238982281,2.99945667264,4.71924264225,4.71924264225,4.80625401924,1.19043413599])","[0.504175354784,0.495824645216]"
73,How to Submit a New PGWP Application If You Were Previously Refused #canada #immigration ,"['how', 'to', 'submit', 'a', 'new', 'pgwp', 'application', 'if', 'you', 'were', 'previously', 'refused', '#canada', '#immigration']","['submit', 'new', 'pgwp', 'application', 'previously', 'refused', '#canada', '#immigration']","(2000,[25,61,169,363,551,642,764,878],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,61,169,363,551,642,764,878],[3.27232365931,3.02976202214,5.41238982281,5.41238982281,0.0,2.99945667264,5.25823914298,3.49057722533])","[0.591657630575,0.408342369425]"
74,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"['new', 'immigration', 'rules', 'so', '#americans', 'can', '#work', 'in', '#canada.', '#recruitment', '@globalnews']","['new', 'immigration', 'rules', '#americans', '#work', '#canada.', '#recruitment', '@globalnews']","(2000,[25,234,961,987,1319,1448,1780,1792],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,234,961,987,1319,1448,1780,1792],[3.27232365931,4.15962685431,4.56509196242,5.0069247147,4.56509196242,1.19043413599,3.80295191037,4.49609909093])","[0.672719342592,0.327280657408]"
75,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"['new', 'immigration', 'rules', 'so', '#americans', 'can', '#work', 'in', '#canada.', '#recruitment', '@globalnews']","['new', 'immigration', 'rules', '#americans', '#work', '#canada.', '#recruitment', '@globalnews']","(2000,[25,234,961,987,1319,1448,1780,1792],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[25,234,961,987,1319,1448,1780,1792],[3.27232365931,4.15962685431,4.56509196242,5.0069247147,4.56509196242,1.19043413599,3.80295191037,4.49609909093])","[0.672719463999,0.327280536001]"
76,Huge immigration fraud scandal in BC ,"['huge', 'immigration', 'fraud', 'scandal', 'in', 'bc']","['huge', 'immigration', 'fraud', 'scandal', 'bc']","(2000,[198,595,606,1370,1448],[1.0,1.0,1.0,1.0,1.0])","(2000,[198,595,606,1370,1448],[5.25823914298,3.46647967375,5.12470775036,0.0,1.19043413599])","[0.46839823814,0.53160176186]"
77,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'because', 'of', 'one', 'corrupt', 'immigration', 'consultant']","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'one', 'corrupt', 'immigration', 'consultant']","(2000,[44,150,422,666,1294,1448,1462,1482,1497,1868,1954],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(2000,[44,150,422,666,1294,1448,1462,1482,1497,1868,1954],[3.37550789555,3.87194478186,3.94605275401,3.73841338924,3.54058764591,1.19043413599,2.57917647875,4.02609546169,3.90831242603,4.15962685431,4.02609546169])","[0.319296799219,0.680703200781]"
78,"""Doing """"time""""","['""doing', '""""time""""']","['""doing', '""""time""""']","(2000,[571,1682],[1.0,1.0])","(2000,[571,1682],[0.0,0.0])","[0.0,0.0]"
