,text,tokens,stopWordsRemovedTokens,rawFeatures,prediction
63,L??immigration irr?guli??re au Canada d?cortiqu?e en 5??questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5??questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5??questions']","(1048576,[21744,56206,73510,349695,626016,686875,784424],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
64,"@SweetnessShawnB Hes the POS that ramped up immigration for Canada, among other globalist policies.","['@sweetnessshawnb', 'hes', 'the', 'pos', 'that', 'ramped', 'up', 'immigration', 'for', 'canada,', 'among', 'other', 'globalist', 'policies.']","['@sweetnessshawnb', 'hes', 'pos', 'ramped', 'immigration', 'canada,', 'among', 'globalist', 'policies.']","(1048576,[49325,107621,111304,132710,248976,294675,656731,665132,869996],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
65,"Canada lifted visa requirements to Mexico as of Dec 1, 2016. Thoughts? #visa #immigration","['canada', 'lifted', 'visa', 'requirements', 'to', 'mexico', 'as', 'of', 'dec', '1,', '2016.', 'thoughts?', '#visa', '#immigration']","['canada', 'lifted', 'visa', 'requirements', 'mexico', 'dec', '1,', '2016.', 'thoughts?', '#visa', '#immigration']","(1048576,[126316,177808,266198,294669,334500,400874,576106,626016,698342,808448,981218],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
66,@HuffingtonPost people Keep praising Canada and Canada has way stricter immigration laws then us they willl boot your liberal American ass,"['@huffingtonpost', 'people', 'keep', 'praising', 'canada', 'and', 'canada', 'has', 'way', 'stricter', 'immigration', 'laws', 'then', 'us', 'they', 'willl', 'boot', 'your', 'liberal', 'american', 'ass']","['@huffingtonpost', 'people', 'keep', 'praising', 'canada', 'canada', 'way', 'stricter', 'immigration', 'laws', 'us', 'willl', 'boot', 'liberal', 'american', 'ass']","(1048576,[111304,254786,376830,393775,461399,503083,546160,557178,626016,663124,698645,740923,824774,1010752,1044695],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
67,Google search trends for _??_?_ Canada immigration. ,"['google', 'search', 'trends', 'for', '_??_?_', 'canada', 'immigration.']","['google', 'search', 'trends', '_??_?_', 'canada', 'immigration.']","(1048576,[108335,119996,626016,872381,903378,1039956],[1.0,1.0,1.0,1.0,1.0,1.0])",0
68,Canada Immigration Language Converter ,"['canada', 'immigration', 'language', 'converter']","['canada', 'immigration', 'language', 'converter']","(1048576,[111304,116836,626016,839233],[1.0,1.0,1.0,1.0])",0
69,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(1048576,[21744,56206,73510,271703,626016,686875,784424,876121],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
70,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(1048576,[21744,56206,73510,271703,626016,686875,784424,876121],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
71,L??immigration irr?guli??re au Canada d?cortiqu?e en 5 questions ,"['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","['l??immigration', 'irr?guli??re', 'au', 'canada', 'd?cortiqu?e', 'en', '5', 'questions']","(1048576,[21744,56206,73510,271703,626016,686875,784424,876121],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
72,I predicted the mass illegal immigration to #canada after #Trump ,"['i', 'predicted', 'the', 'mass', 'illegal', 'immigration', 'to', '#canada', 'after', '#trump']","['predicted', 'mass', 'illegal', 'immigration', '#canada', '#trump']","(1048576,[111304,144748,726901,871919,873239,904354],[1.0,1.0,1.0,1.0,1.0,1.0])",1
73,How to Submit a New PGWP Application If You Were Previously Refused #canada #immigration ,"['how', 'to', 'submit', 'a', 'new', 'pgwp', 'application', 'if', 'you', 'were', 'previously', 'refused', '#canada', '#immigration']","['submit', 'new', 'pgwp', 'application', 'previously', 'refused', '#canada', '#immigration']","(1048576,[29945,66647,284267,294669,329721,822444,823054,904354],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
74,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"['new', 'immigration', 'rules', 'so', '#americans', 'can', '#work', 'in', '#canada.', '#recruitment', '@globalnews']","['new', 'immigration', 'rules', '#americans', '#work', '#canada.', '#recruitment', '@globalnews']","(1048576,[29945,111304,422177,427412,438443,746522,850288,965847],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
75,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"['new', 'immigration', 'rules', 'so', '#americans', 'can', '#work', 'in', '#canada.', '#recruitment', '@globalnews']","['new', 'immigration', 'rules', '#americans', '#work', '#canada.', '#recruitment', '@globalnews']","(1048576,[29945,111304,422177,427412,438443,746522,850288,965847],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
76,Huge immigration fraud scandal in BC ,"['huge', 'immigration', 'fraud', 'scandal', 'in', 'bc']","['huge', 'immigration', 'fraud', 'scandal', 'bc']","(1048576,[29326,45190,111304,813226,1034931],[1.0,1.0,1.0,1.0,1.0])",0
77,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'because', 'of', 'one', 'corrupt', 'immigration', 'consultant']","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'one', 'corrupt', 'immigration', 'consultant']","(1048576,[111304,140586,161862,181609,203154,322438,393050,456854,465662,649660,1025628],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
78,"""Doing """"time""""","['""doing', '""""time""""']","['""doing', '""""time""""']","(1048576,[755147,946978],[1.0,1.0])",0
79,"Hundreds may lose Canadian citizenship, resident status because of  corrupt immigration consultant ","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'because', 'of', '', 'corrupt', 'immigration', 'consultant']","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', '', 'corrupt', 'immigration', 'consultant']","(1048576,[111304,140586,161862,181609,203154,322438,393050,456854,465662,1025628,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
80,Canadian immigration officials turning to German colleagues for advice on bringing Yazidi refugees to Canada #cdnrfg ,"['canadian', 'immigration', 'officials', 'turning', 'to', 'german', 'colleagues', 'for', 'advice', 'on', 'bringing', 'yazidi', 'refugees', 'to', 'canada', '#cdnrfg']","['canadian', 'immigration', 'officials', 'turning', 'german', 'colleagues', 'advice', 'bringing', 'yazidi', 'refugees', 'canada', '#cdnrfg']","(1048576,[3587,61310,111304,154186,187800,314434,393050,456362,617382,626016,707098,895108],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
81,"Trudeau real agenda, 1. Erode the sovereignty of Canada.","['trudeau', 'real', 'agenda,', '1.', 'erode', 'the', 'sovereignty', 'of', 'canada.']","['trudeau', 'real', 'agenda,', '1.', 'erode', 'sovereignty', 'canada.']","(1048576,[4089,150794,174475,423852,540917,794941,814353],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
82,2. Create and reinforce division in Canada.,"['2.', 'create', 'and', 'reinforce', 'division', 'in', 'canada.']","['2.', 'create', 'reinforce', 'division', 'canada.']","(1048576,[150534,150794,755428,1035365,1035401],[1.0,1.0,1.0,1.0,1.0])",0
83,"3. Open Canada to massive immigration.""","['3.', 'open', 'canada', 'to', 'massive', 'immigration.""']","['3.', 'open', 'canada', 'massive', 'immigration.""']","(1048576,[227710,377206,626016,693815,904821],[1.0,1.0,1.0,1.0,1.0])",0
84,Should Canada be doing this? Comment below why or why not! #education #immigration #Canada #university??_ ,"['should', 'canada', 'be', 'doing', 'this?', 'comment', 'below', 'why', 'or', 'why', 'not!', '#education', '#immigration', '#canada', '#university??_']","['canada', 'this?', 'comment', 'not!', '#education', '#immigration', '#canada', '#university??_']","(1048576,[175172,187278,294669,477496,626016,631775,904354,1018507],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
85,"let's be clear, the united states, australia, canada were not built on immigration","[""let's"", 'be', 'clear,', 'the', 'united', 'states,', 'australia,', 'canada', 'were', 'not', 'built', 'on', 'immigration']","['clear,', 'united', 'states,', 'australia,', 'canada', 'built', 'immigration']","(1048576,[111304,194478,318477,510378,626016,852678,977424],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
86,"Hahahahaha! In the year 2074, Canada is building a wall to stop illegal immigration from the US! _?_?_?_?_?_?","['hahahahaha!', 'in', 'the', 'year', '2074,', 'canada', 'is', 'building', 'a', 'wall', 'to', 'stop', 'illegal', 'immigration', 'from', 'the', 'us!', '_?_?_?_?_?_?']","['hahahahaha!', 'year', '2074,', 'canada', 'building', 'wall', 'stop', 'illegal', 'immigration', 'us!', '_?_?_?_?_?_?']","(1048576,[38308,54114,90428,111304,442055,464412,483459,626016,726901,734814,787608],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
87,"I love it already!""","['i', 'love', 'it', 'already!""']","['love', 'already!""']","(1048576,[19350,972912],[1.0,1.0])",0
88,Hundreds may lose Cdn citizenship &amp; PRt status cuz of 1 corrupt immigration consultant. #misrep ,"['hundreds', 'may', 'lose', 'cdn', 'citizenship', '&amp;', 'prt', 'status', 'cuz', 'of', '1', 'corrupt', 'immigration', 'consultant.', '#misrep']","['hundreds', 'may', 'lose', 'cdn', 'citizenship', '&amp;', 'prt', 'status', 'cuz', '1', 'corrupt', 'immigration', 'consultant.', '#misrep']","(1048576,[66233,79669,111304,140586,181609,203154,232501,236032,322438,456854,583653,737310,754235,760520],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
89,#Canada #Immigration Application Process with Waiting Times ,"['#canada', '#immigration', 'application', 'process', 'with', 'waiting', 'times']","['#canada', '#immigration', 'application', 'process', 'waiting', 'times']","(1048576,[30110,99364,294669,329721,904354,927954],[1.0,1.0,1.0,1.0,1.0,1.0])",1
90,Canada immigration dislodge online operation the scoop: FDSj ,"['canada', 'immigration', 'dislodge', 'online', 'operation', 'the', 'scoop:', 'fdsj']","['canada', 'immigration', 'dislodge', 'online', 'operation', 'scoop:', 'fdsj']","(1048576,[19136,83569,111304,374924,499788,620057,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
91,"@HughBinks @BasimaFaysal I'm from Canada, Muslim immigration is a burden onto Canada, and unwelcome.","['@hughbinks', '@basimafaysal', ""i'm"", 'from', 'canada,', 'muslim', 'immigration', 'is', 'a', 'burden', 'onto', 'canada,', 'and', 'unwelcome.']","['@hughbinks', '@basimafaysal', 'canada,', 'muslim', 'immigration', 'burden', 'onto', 'canada,', 'unwelcome.']","(1048576,[111304,248976,370211,510081,840452,866863,1012171,1041975],[1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
92,Canada Immigration Consultancy Services.,"['canada', 'immigration', 'consultancy', 'services.']","['canada', 'immigration', 'consultancy', 'services.']","(1048576,[111304,626016,702540,725717],[1.0,1.0,1.0,1.0])",0
93,See Client Testimonial ,"['see', 'client', 'testimonial']","['see', 'client', 'testimonial']","(1048576,[215995,288767,756046],[1.0,1.0,1.0])",0
94,Canada Immigration Seminar by Rhonda Williams??RCIC ,"['canada', 'immigration', 'seminar', 'by', 'rhonda', 'williams??rcic']","['canada', 'immigration', 'seminar', 'rhonda', 'williams??rcic']","(1048576,[111304,123037,243835,324825,626016],[1.0,1.0,1.0,1.0,1.0])",0
95,"""""""How Easy or Difficult it is to get #Citizenship_in_Canada?"""" ","['""""""how', 'easy', 'or', 'difficult', 'it', 'is', 'to', 'get', '#citizenship_in_canada?""""']","['""""""how', 'easy', 'difficult', 'get', '#citizenship_in_canada?""""']","(1048576,[96984,362039,455865,547325,699728],[1.0,1.0,1.0,1.0,1.0])",0
96,Canada is bracing for a surge of Mexican immigrants after Trump's win ,"['canada', 'is', 'bracing', 'for', 'a', 'surge', 'of', 'mexican', 'immigrants', 'after', ""trump's"", 'win']","['canada', 'bracing', 'surge', 'mexican', 'immigrants', ""trump's"", 'win']","(1048576,[231320,490924,591508,614027,626016,837660,995897],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
97,Immigration to Canada has now been made easier through the Express Entry Program! Read more:??_ ,"['immigration', 'to', 'canada', 'has', 'now', 'been', 'made', 'easier', 'through', 'the', 'express', 'entry', 'program!', 'read', 'more:??_']","['immigration', 'canada', 'made', 'easier', 'express', 'entry', 'program!', 'read', 'more:??_']","(1048576,[6964,111304,262035,315714,594706,626016,627855,665072,754810],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
98,Funny Talking of Haryanavi Jat with Canada Immigration Girl Agent (Hindi) (1080p HD): ,"['funny', 'talking', 'of', 'haryanavi', 'jat', 'with', 'canada', 'immigration', 'girl', 'agent', '(hindi)', '(1080p', 'hd):']","['funny', 'talking', 'haryanavi', 'jat', 'canada', 'immigration', 'girl', 'agent', '(hindi)', '(1080p', 'hd):']","(1048576,[109995,111304,275925,626016,712114,718247,772056,782699,796881,826663,988769],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
99,"@grahameduncan Times up I've Daddy duty today. I'll say Canada immigration, believe Kieran rang your bell. Still waiting if his facts. _??_??","['@grahameduncan', 'times', 'up', ""i've"", 'daddy', 'duty', 'today.', ""i'll"", 'say', 'canada', 'immigration,', 'believe', 'kieran', 'rang', 'your', 'bell.', 'still', 'waiting', 'if', 'his', 'facts.', '_??_??']","['@grahameduncan', 'times', 'daddy', 'duty', 'today.', 'say', 'canada', 'immigration,', 'believe', 'kieran', 'rang', 'bell.', 'still', 'waiting', 'facts.', '_??_??']","(1048576,[24401,65212,73140,99364,380698,410515,506092,520177,528051,560488,619543,626016,739947,866680,878104,927954],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
100,Mexican visa lift kicking in today expected to cost Canada $262M over a decade ,"['mexican', 'visa', 'lift', 'kicking', 'in', 'today', 'expected', 'to', 'cost', 'canada', '$262m', 'over', 'a', 'decade']","['mexican', 'visa', 'lift', 'kicking', 'today', 'expected', 'cost', 'canada', '$262m', 'decade']","(1048576,[33049,140904,231320,297988,406038,408938,576106,612444,616254,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
101,#Didyoumiss via @Fb_loaded Canada immigration website crashes as Donald Trump's votes rise ,"['#didyoumiss', 'via', '@fb_loaded', 'canada', 'immigration', 'website', 'crashes', 'as', 'donald', ""trump's"", 'votes', 'rise']","['#didyoumiss', 'via', '@fb_loaded', 'canada', 'immigration', 'website', 'crashes', 'donald', ""trump's"", 'votes', 'rise']","(1048576,[54176,76735,111304,170380,275310,385123,583465,626016,639057,837660,1026590],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
102,Canada Registration Authority Immigration Advisors ,"['canada', 'registration', 'authority', 'immigration', 'advisors']","['canada', 'registration', 'authority', 'immigration', 'advisors']","(1048576,[111304,143337,271046,626016,826765],[1.0,1.0,1.0,1.0,1.0])",0
103,Canada Registration Authority Immigration Advisors ,"['canada', 'registration', 'authority', 'immigration', 'advisors']","['canada', 'registration', 'authority', 'immigration', 'advisors']","(1048576,[111304,143337,271046,626016,826765],[1.0,1.0,1.0,1.0,1.0])",0
104,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'because', 'of', 'one', 'corrupt', 'immigration', 'consultant']","['hundreds', 'may', 'lose', 'canadian', 'citizenship,', 'resident', 'status', 'one', 'corrupt', 'immigration', 'consultant']","(1048576,[111304,140586,161862,181609,203154,322438,393050,456854,465662,649660,1025628],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
105,Avail quick and transparent process for immigration to Canada,"['avail', 'quick', 'and', 'transparent', 'process', 'for', 'immigration', 'to', 'canada']","['avail', 'quick', 'transparent', 'process', 'immigration', 'canada']","(1048576,[30110,45702,111304,423331,546611,626016],[1.0,1.0,1.0,1.0,1.0,1.0])",0
106,#ImmigrationVisa ,['#immigrationvisa'],['#immigrationvisa'],"(1048576,[419983],[1.0])",0
107,#immigration #Francophone au #Canada #EntreeExpress #ExpressEntry #visa ,"['#immigration', '#francophone', 'au', '#canada', '#entreeexpress', '#expressentry', '#visa']","['#immigration', '#francophone', 'au', '#canada', '#entreeexpress', '#expressentry', '#visa']","(1048576,[73510,139487,177808,252749,294669,904354,942031],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
108,Une r?ussite #Francophone en #ontario #PME #immigration #Canada ,"['une', 'r?ussite', '#francophone', 'en', '#ontario', '#pme', '#immigration', '#canada']","['une', 'r?ussite', '#francophone', 'en', '#ontario', '#pme', '#immigration', '#canada']","(1048576,[155965,294669,309273,355786,661928,686875,904354,942031],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
109,#Canad?? Stephen Hawking says technology will devastate the middle class - CNET ,"['#canad??', 'stephen', 'hawking', 'says', 'technology', 'will', 'devastate', 'the', 'middle', 'class', '-', 'cnet']","['#canad??', 'stephen', 'hawking', 'says', 'technology', 'devastate', 'middle', 'class', '-', 'cnet']","(1048576,[19862,37871,133203,161826,315462,322396,569819,618929,701057,824500],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
110,#immigration #francophone en Nouvelle-Ecosse #NovaScotia #ExpressEntry #visa ,"['#immigration', '#francophone', 'en', 'nouvelle-ecosse', '#novascotia', '#expressentry', '#visa']","['#immigration', '#francophone', 'en', 'nouvelle-ecosse', '#novascotia', '#expressentry', '#visa']","(1048576,[139487,177808,294669,686875,774717,942031,1018106],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
111,Best Trick to get Canada Visa approval in 2 days! ,"['best', 'trick', 'to', 'get', 'canada', 'visa', 'approval', 'in', '2', 'days!']","['best', 'trick', 'get', 'canada', 'visa', 'approval', '2', 'days!']","(1048576,[251743,362039,456558,576106,626016,952459,975381,998485],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
112,#Labour crisis looms in #Canada??s agricultural sector #ForeignWorkers | Toronto Star ,"['#labour', 'crisis', 'looms', 'in', '#canada??s', 'agricultural', 'sector', '#foreignworkers', '|', 'toronto', 'star']","['#labour', 'crisis', 'looms', '#canada??s', 'agricultural', 'sector', '#foreignworkers', '|', 'toronto', 'star']","(1048576,[129797,174395,213314,219922,580535,602731,666277,889814,935963,957992],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
