,text,label,tokens,stopWordsRemovedTokens,rawFeatures,features,prediction
32,"If you're looking for work in #Wichita, KS, check out this #job: https://t.co/fx3hzN2pko #CustomerService #Hiring #CareerArc",0,"['if', ""you're"", 'looking', 'for', 'work', 'in', '#wichita,', 'ks,', 'check', 'out', 'this', '#job:', 'https://t.co/fx3hzn2pko', '#customerservice', '#hiring', '#careerarc']","['looking', 'work', '#wichita,', 'ks,', 'check', '#job:', 'https://t.co/fx3hzn2pko', '#customerservice', '#hiring', '#careerarc']","(1048576,[132244,309997,546607,695983,820775,880482,957740,965697,991355,1006010],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[132244,309997,546607,695983,820775,880482,957740,965697,991355,1006010],[5.13873529672,3.43398720449,2.27653441579,2.36614657448,2.88744349812,5.13873529672,4.73327018862,5.13873529672,3.12383227618,3.3469758275])",4
33,"This #job might be a great fit for you: NDT Technician, Level II - https://t.co/1PT1etgcEQ #SkilledTrade #Mustang, OK #Hiring #CareerArc",0,"['this', '#job', 'might', 'be', 'a', 'great', 'fit', 'for', 'you:', 'ndt', 'technician,', 'level', 'ii', '-', 'https://t.co/1pt1etgceq', '#skilledtrade', '#mustang,', 'ok', '#hiring', '#careerarc']","['#job', 'might', 'great', 'fit', 'you:', 'ndt', 'technician,', 'level', 'ii', '-', 'https://t.co/1pt1etgceq', '#skilledtrade', '#mustang,', 'ok', '#hiring', '#careerarc']","(1048576,[26375,79298,94045,121172,122254,122516,138356,388975,409945,534204,546607,569819,576873,585490,695983,943069],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[26375,79298,94045,121172,122254,122516,138356,388975,409945,534204,546607,569819,576873,585490,695983,943069],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,2.3978952728,3.88597232823,3.52929738429,4.22244456485,4.22244456485,4.73327018862,2.27653441579,2.57378593926,5.13873529672,5.13873529672,2.36614657448,4.22244456485])",4
34,We're #hiring! Read about our latest #job opening here: Correctional Officer - https://t.co/30uCgO35Ej #corrections… https://t.co/Bv6V83hN57,0,"[""we're"", '#hiring!', 'read', 'about', 'our', 'latest', '#job', 'opening', 'here:', 'correctional', 'officer', '-', 'https://t.co/30ucgo35ej', '#corrections…', 'https://t.co/bv6v83hn57']","['#hiring!', 'read', 'latest', '#job', 'opening', 'here:', 'correctional', 'officer', '-', 'https://t.co/30ucgo35ej', '#corrections…', 'https://t.co/bv6v83hn57']","(1048576,[78474,79613,122254,232310,315714,366731,436696,540233,569819,744499,763893,770186],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[78474,79613,122254,232310,315714,366731,436696,540233,569819,744499,763893,770186],[3.19282514767,5.13873529672,2.3978952728,5.13873529672,4.22244456485,3.3469758275,5.13873529672,3.88597232823,2.57378593926,5.13873529672,5.13873529672,2.88744349812])",4
35,"@DeniseMiller @BET Yes, you have missed something.",0,"['@denisemiller', '@bet', 'yes,', 'you', 'have', 'missed', 'something.']","['@denisemiller', '@bet', 'yes,', 'missed', 'something.']","(1048576,[19526,181250,343006,445065,504526],[1.0,1.0,1.0,1.0,1.0])","(1048576,[19526,181250,343006,445065,504526],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
36,"See our latest #Nashville, TN #job and click to apply: Account Manager, Inside Sales, Nashville, TN - MBDR -… https://t.co/mcazO35V82",0,"['see', 'our', 'latest', '#nashville,', 'tn', '#job', 'and', 'click', 'to', 'apply:', 'account', 'manager,', 'inside', 'sales,', 'nashville,', 'tn', '-', 'mbdr', '-…', 'https://t.co/mcazo35v82']","['see', 'latest', '#nashville,', 'tn', '#job', 'click', 'apply:', 'account', 'manager,', 'inside', 'sales,', 'nashville,', 'tn', '-', 'mbdr', '-…', 'https://t.co/mcazo35v82']","(1048576,[58071,122254,215995,268837,293769,398402,504019,569819,597544,629351,770186,856842,945636,1019857,1031255,1045554],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(1048576,[58071,122254,215995,268837,293769,398402,504019,569819,597544,629351,770186,856842,945636,1019857,1031255,1045554],[5.13873529672,2.3978952728,2.83615020373,4.73327018862,5.13873529672,3.63465789995,5.13873529672,2.57378593926,5.13873529672,5.13873529672,2.88744349812,4.22244456485,9.46654037723,5.13873529672,3.43398720449,5.13873529672])",4
37,That feeling when you’re the youngest person in the waiting room by a couple of decades #YAspoonieproblems,0,"['that', 'feeling', 'when', 'you’re', 'the', 'youngest', 'person', 'in', 'the', 'waiting', 'room', 'by', 'a', 'couple', 'of', 'decades', '#yaspoonieproblems']","['feeling', 'you’re', 'youngest', 'person', 'waiting', 'room', 'couple', 'decades', '#yaspoonieproblems']","(1048576,[99364,426830,658626,756700,839481,959770,965922,991737,1025252],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[99364,426830,658626,756700,839481,959770,965922,991737,1025252],[5.13873529672,5.13873529672,4.73327018862,4.22244456485,5.13873529672,5.13873529672,5.13873529672,4.73327018862,4.73327018862])",4
38,"Join the Booz Allen team! See our latest #job opening here: https://t.co/cxIKb8hDbO #BoozAllen #IT #SanAntonio, TX… https://t.co/ywVqQH5E6E",0,"['join', 'the', 'booz', 'allen', 'team!', 'see', 'our', 'latest', '#job', 'opening', 'here:', 'https://t.co/cxikb8hdbo', '#boozallen', '#it', '#sanantonio,', 'tx…', 'https://t.co/ywvqqh5e6e']","['join', 'booz', 'allen', 'team!', 'see', 'latest', '#job', 'opening', 'here:', 'https://t.co/cxikb8hdbo', '#boozallen', '#it', '#sanantonio,', 'tx…', 'https://t.co/ywvqqh5e6e']","(1048576,[49270,78474,122254,212372,215995,366731,434352,442267,539441,564242,621318,701696,770186,950916,1021672],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[49270,78474,122254,212372,215995,366731,434352,442267,539441,564242,621318,701696,770186,950916,1021672],[5.13873529672,3.19282514767,2.3978952728,5.13873529672,2.83615020373,3.3469758275,3.52929738429,4.44558811616,5.13873529672,5.13873529672,5.13873529672,5.13873529672,2.88744349812,5.13873529672,3.43398720449])",4
39,@matthewprensky I did a similar poll less than a month ago: https://t.co/6hiY2iseW2,0,"['@matthewprensky', 'i', 'did', 'a', 'similar', 'poll', 'less', 'than', 'a', 'month', 'ago:', 'https://t.co/6hiy2isew2']","['@matthewprensky', 'similar', 'poll', 'less', 'month', 'ago:', 'https://t.co/6hiy2isew2']","(1048576,[26907,85941,105627,427995,578006,767382,1008257],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[26907,85941,105627,427995,578006,767382,1008257],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672])",4
40,"If you're looking for work in #BrokenArrow, OK, check out this #job: #hiring #career https://t.co/GZK5OlfmPb #CareerArc",0,"['if', ""you're"", 'looking', 'for', 'work', 'in', '#brokenarrow,', 'ok,', 'check', 'out', 'this', '#job:', '#hiring', '#career', 'https://t.co/gzk5olfmpb', '#careerarc']","['looking', 'work', '#brokenarrow,', 'ok,', 'check', '#job:', '#hiring', '#career', 'https://t.co/gzk5olfmpb', '#careerarc']","(1048576,[309997,421963,546607,619361,695983,729696,820775,991355,1006010,1046622],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[309997,421963,546607,619361,695983,729696,820775,991355,1006010,1046622],[3.43398720449,5.13873529672,2.27653441579,4.73327018862,2.36614657448,4.73327018862,2.88744349812,3.12383227618,3.3469758275,5.13873529672])",4
41,"See our latest #Tulsa, OK #job and click to apply: Monitor II, Community Corrections - https://t.co/Avn0LTwcxB… https://t.co/bGhfZLpMwR",0,"['see', 'our', 'latest', '#tulsa,', 'ok', '#job', 'and', 'click', 'to', 'apply:', 'monitor', 'ii,', 'community', 'corrections', '-', 'https://t.co/avn0ltwcxb…', 'https://t.co/bghfzlpmwr']","['see', 'latest', '#tulsa,', 'ok', '#job', 'click', 'apply:', 'monitor', 'ii,', 'community', 'corrections', '-', 'https://t.co/avn0ltwcxb…', 'https://t.co/bghfzlpmwr']","(1048576,[122254,122516,172234,215995,364229,398402,536978,541947,569819,769358,770186,939811,1031255,1037790],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[122254,122516,172234,215995,364229,398402,536978,541947,569819,769358,770186,939811,1031255,1037790],[2.3978952728,3.88597232823,5.13873529672,2.83615020373,5.13873529672,3.63465789995,5.13873529672,5.13873529672,2.57378593926,5.13873529672,2.88744349812,5.13873529672,3.43398720449,5.13873529672])",4
42,Come join our fun and talented #retail professionals! We are always looking for top tier talent to join our team! R… https://t.co/b4Hcbw936m,0,"['come', 'join', 'our', 'fun', 'and', 'talented', '#retail', 'professionals!', 'we', 'are', 'always', 'looking', 'for', 'top', 'tier', 'talent', 'to', 'join', 'our', 'team!', 'r…', 'https://t.co/b4hcbw936m']","['come', 'join', 'fun', 'talented', '#retail', 'professionals!', 'always', 'looking', 'top', 'tier', 'talent', 'join', 'team!', 'r…', 'https://t.co/b4hcbw936m']","(1048576,[91420,117711,177174,236821,291699,434352,449840,466524,682806,794875,869147,989433,991355,1021672],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(1048576,[91420,117711,177174,236821,291699,434352,449840,466524,682806,794875,869147,989433,991355,1021672],[5.13873529672,5.13873529672,5.13873529672,3.7524409356,5.13873529672,3.52929738429,5.13873529672,4.04012300806,5.13873529672,4.73327018862,5.13873529672,4.73327018862,3.12383227618,6.86797440897])",4
43,"We're #hiring! Click to apply: IT Specialist (Customer Support) - https://t.co/LvVUxpo5a0 #IT #FortMeade, SD #Veterans #Job #Jobs #CareerArc",0,"[""we're"", '#hiring!', 'click', 'to', 'apply:', 'it', 'specialist', '(customer', 'support)', '-', 'https://t.co/lvvuxpo5a0', '#it', '#fortmeade,', 'sd', '#veterans', '#job', '#jobs', '#careerarc']","['#hiring!', 'click', 'apply:', 'specialist', '(customer', 'support)', '-', 'https://t.co/lvvuxpo5a0', '#it', '#fortmeade,', 'sd', '#veterans', '#job', '#jobs', '#careerarc']","(1048576,[21764,122254,173899,254589,398402,442267,540233,546607,569819,653963,745986,876931,911045,958036,1031255],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[21764,122254,173899,254589,398402,442267,540233,546607,569819,653963,745986,876931,911045,958036,1031255],[5.13873529672,2.3978952728,5.13873529672,5.13873529672,3.63465789995,4.44558811616,3.88597232823,2.27653441579,2.57378593926,5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672,3.43398720449])",4
44,"Once again, kudos to the marketing team for #Deadpool. ? ",0,"['once', 'again,', 'kudos', 'to', 'the', 'marketing', 'team', 'for', '#deadpool.', '?']","['again,', 'kudos', 'marketing', 'team', '#deadpool.', '?']","(1048576,[242616,244877,678142,716317,884129,1022132],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[242616,244877,678142,716317,884129,1022132],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862])",4
45,#deadpool2 #RyanReynolds #Canadian #CelineDion https://t.co/QQzMTNZ2zC,0,"['#deadpool2', '#ryanreynolds', '#canadian', '#celinedion', 'https://t.co/qqzmtnz2zc']","['#deadpool2', '#ryanreynolds', '#canadian', '#celinedion', 'https://t.co/qqzmtnz2zc']","(1048576,[18042,63461,333363,419069,815901],[1.0,1.0,1.0,1.0,1.0])","(1048576,[18042,63461,333363,419069,815901],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
46,Appointment days are my fav ?,0,"['appointment', 'days', 'are', 'my', 'fav', '?']","['appointment', 'days', 'fav', '?']","(1048576,[233179,461534,589824,811130],[1.0,1.0,1.0,1.0])","(1048576,[233179,461534,589824,811130],[5.13873529672,5.13873529672,5.13873529672,4.22244456485])",4
47,"We're #hiring! Click to apply: Shuttle Driver - https://t.co/9y26V2IDtm #cintasjobs #Labor #WebbCity, MO #Job #Jobs #CareerArc",0,"[""we're"", '#hiring!', 'click', 'to', 'apply:', 'shuttle', 'driver', '-', 'https://t.co/9y26v2idtm', '#cintasjobs', '#labor', '#webbcity,', 'mo', '#job', '#jobs', '#careerarc']","['#hiring!', 'click', 'apply:', 'shuttle', 'driver', '-', 'https://t.co/9y26v2idtm', '#cintasjobs', '#labor', '#webbcity,', 'mo', '#job', '#jobs', '#careerarc']","(1048576,[122254,216185,303515,339943,367111,398402,463646,511495,540233,546607,569819,745986,899569,1031255],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[122254,216185,303515,339943,367111,398402,463646,511495,540233,546607,569819,745986,899569,1031255],[2.3978952728,5.13873529672,4.44558811616,5.13873529672,5.13873529672,3.63465789995,5.13873529672,5.13873529672,3.88597232823,2.27653441579,2.57378593926,4.44558811616,5.13873529672,3.43398720449])",4
48,"Interested in a #job in #Tupelo, MS? This could be a great fit: https://t.co/Bm8SIhA5Ge #manager #Hiring #CareerArc",0,"['interested', 'in', 'a', '#job', 'in', '#tupelo,', 'ms?', 'this', 'could', 'be', 'a', 'great', 'fit:', 'https://t.co/bm8siha5ge', '#manager', '#hiring', '#careerarc']","['interested', '#job', '#tupelo,', 'ms?', 'great', 'fit:', 'https://t.co/bm8siha5ge', '#manager', '#hiring', '#careerarc']","(1048576,[46456,122254,138356,235528,348720,546607,660475,695983,734709,918701],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[46456,122254,138356,235528,348720,546607,660475,695983,734709,918701],[5.13873529672,2.3978952728,3.52929738429,4.73327018862,4.73327018862,2.27653441579,5.13873529672,2.36614657448,5.13873529672,5.13873529672])",4
49,"i miss u big auggie , see u so soon my man ???? https://t.co/m8zAjFeJ16",0,"['i', 'miss', 'u', 'big', 'auggie', ',', 'see', 'u', 'so', 'soon', 'my', 'man', '????', 'https://t.co/m8zajfej16']","['miss', 'u', 'big', 'auggie', ',', 'see', 'u', 'soon', 'man', '????', 'https://t.co/m8zajfej16']","(1048576,[211926,215995,292150,405201,407029,494879,549206,876064,923506,997427],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[211926,215995,292150,405201,407029,494879,549206,876064,923506,997427],[9.46654037723,2.83615020373,4.73327018862,5.13873529672,5.13873529672,4.73327018862,4.73327018862,5.13873529672,5.13873529672,5.13873529672])",4
50,@michaeldeltoro_ happy birthday brodie ??,0,"['@michaeldeltoro_', 'happy', 'birthday', 'brodie', '??']","['@michaeldeltoro_', 'happy', 'birthday', 'brodie', '??']","(1048576,[86293,491111,635694,781807,897494],[1.0,1.0,1.0,1.0,1.0])","(1048576,[86293,491111,635694,781807,897494],[4.22244456485,4.22244456485,5.13873529672,5.13873529672,5.13873529672])",4
51,NEW SERIES ALERT?. “From The Tomb to the Upper Room.” Come journey with… https://t.co/2vT3rk9WAQ,0,"['new', 'series', 'alert?.', '“from', 'the', 'tomb', 'to', 'the', 'upper', 'room.”', 'come', 'journey', 'with…', 'https://t.co/2vt3rk9waq']","['new', 'series', 'alert?.', '“from', 'tomb', 'upper', 'room.”', 'come', 'journey', 'with…', 'https://t.co/2vt3rk9waq']","(1048576,[29945,126834,196460,243602,329684,466524,526039,696280,792470,944191,1016508],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[29945,126834,196460,243602,329684,466524,526039,696280,792470,944191,1016508],[3.7524409356,5.13873529672,5.13873529672,5.13873529672,4.73327018862,4.04012300806,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
52,"Since it appears Rudy G. Will be ousted, do we now count: one Giuliani, two Giuliani or is it still one scaramucci, two scaramucci?",0,"['since', 'it', 'appears', 'rudy', 'g.', 'will', 'be', 'ousted,', 'do', 'we', 'now', 'count:', 'one', 'giuliani,', 'two', 'giuliani', 'or', 'is', 'it', 'still', 'one', 'scaramucci,', 'two', 'scaramucci?']","['since', 'appears', 'rudy', 'g.', 'ousted,', 'count:', 'one', 'giuliani,', 'two', 'giuliani', 'still', 'one', 'scaramucci,', 'two', 'scaramucci?']","(1048576,[15664,26965,212706,212742,251052,441230,454281,493297,560488,618806,649660,686340,855379],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(1048576,[15664,26965,212706,212742,251052,441230,454281,493297,560488,618806,649660,686340,855379],[8.4448891297,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,7.05859476858,5.13873529672,5.13873529672])",4
53,I’m so thankful to have a friend as caring and thoughtful as you ???? https://t.co/tlAsG1xQef,0,"['i’m', 'so', 'thankful', 'to', 'have', 'a', 'friend', 'as', 'caring', 'and', 'thoughtful', 'as', 'you', '????', 'https://t.co/tlasg1xqef']","['i’m', 'thankful', 'friend', 'caring', 'thoughtful', '????', 'https://t.co/tlasg1xqef']","(1048576,[84293,235606,421014,555069,698672,776092,829350],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[84293,235606,421014,555069,698672,776092,829350],[5.13873529672,3.19282514767,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
54,This is why I love my church! Going to miss Skybreak so much :-(,0,"['this', 'is', 'why', 'i', 'love', 'my', 'church!', 'going', 'to', 'miss', 'skybreak', 'so', 'much', ':-(']","['love', 'church!', 'going', 'miss', 'skybreak', 'much', ':-(']","(1048576,[76764,261567,483141,494829,494879,522686,972912],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[76764,261567,483141,494829,494879,522686,972912],[4.22244456485,5.13873529672,5.13873529672,4.22244456485,4.73327018862,5.13873529672,3.63465789995])",4
55,ALWAYS surround yourself with people who will enco… https://t.co/eXnposzRCs,0,"['always', 'surround', 'yourself', 'with', 'people', 'who', 'will', 'enco…', 'https://t.co/exnposzrcs']","['always', 'surround', 'people', 'enco…', 'https://t.co/exnposzrcs']","(1048576,[236821,376830,430221,522294,918755],[1.0,1.0,1.0,1.0,1.0])","(1048576,[236821,376830,430221,522294,918755],[3.7524409356,4.44558811616,5.13873529672,5.13873529672,5.13873529672])",4
56,@ekiloui It’s true but let’s pray it will be fulfilled,0,"['@ekiloui', 'it’s', 'true', 'but', 'let’s', 'pray', 'it', 'will', 'be', 'fulfilled']","['@ekiloui', 'it’s', 'true', 'let’s', 'pray', 'fulfilled']","(1048576,[120259,207115,354232,403214,778580,1029700],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[120259,207115,354232,403214,778580,1029700],[4.73327018862,5.13873529672,5.13873529672,5.13873529672,4.73327018862,3.43398720449])",2
57,"Today is the definition of ibeprofen, ibeplayin @Madisonshay5",0,"['today', 'is', 'the', 'definition', 'of', 'ibeprofen,', 'ibeplayin', '@madisonshay5']","['today', 'definition', 'ibeprofen,', 'ibeplayin', '@madisonshay5']","(1048576,[61271,406038,516974,938822,1017856],[1.0,1.0,1.0,1.0,1.0])","(1048576,[61271,406038,516974,938822,1017856],[5.13873529672,4.22244456485,5.13873529672,5.13873529672,5.13873529672])",4
58,"Of course not! Why would they? Oh wait, he’s making money off of him. https://t.co/qvGnwEOUnF",0,"['of', 'course', 'not!', 'why', 'would', 'they?', 'oh', 'wait,', 'he’s', 'making', 'money', 'off', 'of', 'him.', 'https://t.co/qvgnweounf']","['course', 'not!', 'they?', 'oh', 'wait,', 'he’s', 'making', 'money', 'him.', 'https://t.co/qvgnweounf']","(1048576,[175172,213692,236986,376501,435895,455777,535561,595812,622124,961710],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[175172,213692,236986,376501,435895,455777,535561,595812,622124,961710],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862])",4
