,_1,_2,_3,_4
720,"@CanBorder, CBSA detains hundreds of children in immigration jails - this practice must stop! #cdnimm #cdnpoli ","(262144,[4596,26909,30905,45531,60294,72046,79365,111304,182029,204984,210807,229407,260955],[6.63500873324,0.0,6.38369430496,2.64338267721,5.1151829795,0.0,0.0,2.67012223826,0.0,0.0,6.09601223251,5.08441132083,5.87286868119])","[0.335622927052,0.0831916852451,0.0766632783852,0.0774248908516,0.17866022436,0.0836055824897,0.0842942704877,0.0805371411291]",0
726,"and border control!""","(262144,[66771,182367],[0.0,0.0])","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0
737,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"(262144,[29945,63856,111304,160033,165268,176299,179415,222234],[2.66471681969,6.38369430496,2.67012223826,6.01596952484,5.63647990313,6.38369430496,6.38369430496,5.87286868119])","[0.47845486417,0.0754166091882,0.0730302758823,0.0741285079274,0.0766726221458,0.0755637495457,0.0737967751333,0.0729365960077]",0
738,New immigration rules so #Americans can #work in #Canada. #recruitment @globalnews ,"(262144,[29945,63856,111304,160033,165268,176299,179415,222234],[2.66471681969,6.38369430496,2.67012223826,6.01596952484,5.63647990313,6.38369430496,6.38369430496,5.87286868119])","[0.478456783586,0.0754162850251,0.0730302724264,0.0741283553935,0.0766715564835,0.0755634529076,0.0737967001025,0.0729365940759]",0
747,"Canada detains hundreds of children for immigration violations, report finds #cdnimm ","(262144,[4596,6446,30905,60294,101728,111304,118762,218825,260955],[6.63500873324,0.0,6.38369430496,5.1151829795,2.59950467104,2.67012223826,0.0,6.50147734062,5.87286868119])","[0.341342313661,0.0898266968174,0.0838299492335,0.0784843155576,0.163220010609,0.0818969558689,0.0787744336537,0.0826253245985]",0
755,New immigration rules make it easier for Americans to work and stay in #Canada: ,"(262144,[29945,34343,70418,73249,89717,111304,141730,165268,239254],[2.66471681969,5.14693167781,6.38369430496,5.80833016006,4.50338143839,2.67012223826,6.63500873324,5.63647990313,0.0])","[0.293109559438,0.226096564096,0.0786974295873,0.0834428249306,0.0812476272708,0.0782715534308,0.0836095363315,0.0755249049153]",0
756,New immigration rules make it easier for Americans to work and stay in #Canada: ,"(262144,[29945,34343,70418,73249,89717,111304,141730,165268,239254],[2.66471681969,5.14693167781,6.38369430496,5.80833016006,4.50338143839,2.67012223826,6.63500873324,5.63647990313,0.0])","[0.293108098824,0.226096080959,0.0786975612309,0.0834434909757,0.0812478913486,0.0782716204376,0.083610332845,0.0755249233788]",0
771,Big changes to #ExpressEntry syatem for residency applicants in #Canada. See details here: ,"(262144,[30006,50511,97168,100144,104587,138912,139487,160033,204515,215995],[4.45378449725,0.0,0.0,0.0,6.63500873324,5.40286505195,6.01596952484,6.01596952484,6.38369430496,3.77689783756])","[0.201664070838,0.153183517048,0.103256548843,0.079567901689,0.0755956657579,0.194549538344,0.0997283033626,0.0924544541172]",0
774,................................,"(262144,[40129],[0.0])","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0
775,???_???? ?_???????_???_... ,"(262144,[19770,86011],[0.0,0.0])","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0
778,Ever heard of the Electronic Travel Authorization (eTA)? It's a new requirement for some visitors to Canada. ,"(262144,[5780,29945,51736,61013,73197,88747,150794,203802,211086,218888],[0.0,2.66471681969,0.0,0.0,5.63647990313,0.0,5.21362305231,5.1151829795,0.0,0.0])","[0.171078241878,0.133385082355,0.102090591243,0.167610458554,0.125350079358,0.103934375873,0.100605408578,0.0959457621617]",0
779,"Working Holiday Visa Canada - Holiday, Study &amp; Get Paid ","(262144,[10589,31313,45531,51818,80649,90362,99895,101728,102824,213022],[0.0,6.1830236095,2.64338267721,4.09228251256,6.50147734062,0.0,3.36598312469,2.59950467104,5.44542466637,3.0240908206])","[0.219577167823,0.0964292718734,0.0989370098778,0.154396423321,0.0912315975105,0.0961184607055,0.0875701100564,0.155739958833]",0
789,"Dogmatic Pro-immigration folks in US, Canada, and Australia are very pragmatic.","(262144,[12247,61623,70954,85962,95876,138258,248976],[5.6905471244,0.0,6.63500873324,0.0,0.0,6.63500873324,5.53639644457])","[0.202331334073,0.0913410797585,0.098985935494,0.0880293410115,0.16659968209,0.0924993084901,0.171593378266,0.0886199408165]",0
801,Blame #America: Huge spike in US #Web #Traffic crashed #Canada's immigration site election night - Digital #Cameras??_ ,"(262144,[3617,17730,21872,45190,45531,57512,66092,78997,83887,94851,111304,127855,153433,182392,188604,217316],[0.0,0.0,4.33242364025,5.94186155268,2.64338267721,0.0,5.40286505195,0.0,5.58518660874,5.6905471244,2.67012223826,0.0,0.0,6.38369430496,0.0,6.63500873324])","[0.208857362631,0.0743891470912,0.194276973052,0.0733710657033,0.13804852277,0.0803666715712,0.0741607519253,0.156529505256]",0
802,Contact #top_Visa_Consultancy_Service in #Delhi for inclusive assistance in #Australia_and_Canada_immigration_process.,"(262144,[79789,94346,97756,143930,191109,239132],[0.0,0.0,0.0,0.0,0.0,0.0])","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0
817,@LeBatardShow Canada. THEY HAVE IMMIGRATION RULES. heck you have to go to doctor monthly. A lot more restrictions. All trump is guilty of,"(262144,[7612,23047,26524,81920,105535,111304,128231,150794,152069,172477,209402,230384],[5.87286868119,0.0,0.0,0.0,6.78915941307,2.67012223826,5.28508201629,5.21362305231,0.0,4.07005937578,0.0,0.0])","[0.173793686259,0.130614889256,0.169166026133,0.0998274719417,0.136048047384,0.105449047143,0.0978145214283,0.0872863104548]",0
826,"#TheCoeReport: Canada detains hundreds of children for immigration violations, report finds ","(262144,[4596,6446,30905,54044,60294,101728,111304,118762,218825],[6.63500873324,0.0,6.38369430496,0.0,5.1151829795,2.59950467104,2.67012223826,0.0,6.50147734062])","[0.319986608987,0.0965690677757,0.088677168554,0.083794184511,0.151519001093,0.0876852236497,0.0837570317112,0.0880117137185]",0
827,"#TheCoeReport: Canada detains hundreds of children for immigration violations, report finds ","(262144,[4596,6446,30905,54044,60294,101728,111304,118762,218825],[6.63500873324,0.0,6.38369430496,0.0,5.1151829795,2.59950467104,2.67012223826,0.0,6.50147734062])","[0.319985358912,0.0965719905459,0.0886762100221,0.0837941350911,0.151517803106,0.0876861661641,0.0837569914723,0.0880113446862]",0
828,It's time to halt all immigration into the USA and Canada until we can figure out what is going on. ,"(262144,[53402,53778,56246,101728,111304,121517,215221,232685],[0.0,6.78915941307,6.63500873324,2.59950467104,2.67012223826,3.93652798316,0.0,4.17419963503])","[0.181424212887,0.102830398149,0.0930925470932,0.0955792037552,0.103920313893,0.111555290324,0.171814885007,0.139783148892]",0
859,"{link} #SXSW #sxsw15 #sxswiC""","(262144,[150537,180948,203152,241100],[1.30643932352,0.0,0.0,0.615026147212])","[0.128492740283,0.123547916963,0.122744226433,0.125537636173,0.12448602044,0.124108083327,0.125817316839,0.125266059541]",0
875,All the apple employees just ran down the line high giving everyone #sxsw,"(262144,[37101,67781,110078,136020,161088,200223,217089,241100],[5.32282234428,4.97000096965,3.45102016737,6.01596952484,6.1830236095,2.24763925416,6.78915941307,0.615026147212])","[0.222100810974,0.0868501837805,0.0851279516626,0.108200243847,0.0919915008317,0.2053185379,0.113775201845,0.0866355691586]",0
878,"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !","(262144,[7367,28990,34343,111032,113432,150537,200223,205340,212740,216393,241100,249180,249665],[2.53354670325,5.36204305743,5.14693167781,5.53639644457,4.13826762581,1.30643932352,4.49527850831,6.1830236095,5.87286868119,5.6905471244,0.615026147212,2.33481211682,0.0])","[0.204544668253,0.144199636516,0.156023490588,0.077670782935,0.0928482487155,0.148575437909,0.0914976376106,0.0846400974735]",0
883,pop up #apple store at #sxsw = pure genius.  international crowd will stock up before they go home..,"(262144,[7367,42239,61441,63050,172477,174771,204400,217741,228363,234348,241100,249180,249848],[2.53354670325,6.2783337893,3.87138868098,5.94186155268,4.07005937578,4.26343076876,5.53639644457,0.0,0.0,5.28508201629,0.615026147212,2.33481211682,0.0])","[0.260959547362,0.0771852955193,0.100522587757,0.0941301407701,0.0867967336484,0.114634544833,0.0923032963677,0.173467853744]",0
889,I &lt;3 Apple! RT @mention Apple opened a pop-up store in Austin so nerds in town for #SXSW can get new iPads {link},"(262144,[7367,29945,36260,57035,63765,99179,99895,120843,128272,138572,150537,200223,241100,248305,252859,261111],[2.53354670325,2.66471681969,6.78915941307,3.94618989407,6.1830236095,6.63500873324,3.36598312469,5.63647990313,1.38124053661,0.0,1.30643932352,2.24763925416,0.615026147212,2.7003858959,3.04752939357,5.53639644457])","[0.306252295938,0.0737503131166,0.0689713403915,0.0738615263671,0.0759757490343,0.0852326404695,0.077504527679,0.238451607004]",0
890,Google supposedly announcing new Social Networking service called &quot;circles&quot; today at #sxsw {link},"(262144,[12556,24113,29945,110536,143894,150537,160633,178534,215949,230435,241100,253524],[0.0,5.6905471244,2.66471681969,0.0,3.40476914972,1.30643932352,6.38369430496,4.17419963503,3.39353307646,6.38369430496,0.615026147212,2.0086363396])","[0.165600022466,0.149891490478,0.0799703904478,0.145676686915,0.145542895287,0.0801258394724,0.148880883889,0.0843117910444]",0
901,Original products for 1 device is nuts. #sxsw. Eg the iPad,"(262144,[74318,88203,133774,136813,148345,205769,227983,236232],[5.36204305743,6.1830236095,6.63500873324,0.0,3.40476914972,0.0,2.1085725878,4.91735723617])","[0.299297273376,0.125834115607,0.103856421577,0.0939964173139,0.102649239384,0.0918482002829,0.0925276026328,0.089990729827]",0
904,How to improve website rankings: #Google #Bing advice at #SXSW - {link} Get .COM or .PK but be content rich/deep,"(262144,[2925,45531,48482,54831,59177,99895,122551,138105,150537,154186,156361,165402,241100,253808],[0.0,2.64338267721,6.09601223251,6.1830236095,5.17972150063,3.36598312469,3.87138868098,6.38369430496,1.30643932352,5.87286868119,0.0,0.0,0.615026147212,6.1830236095])","[0.479621130295,0.0720634698311,0.0732821707081,0.0732387200204,0.0732332003933,0.0775251563262,0.0745121930168,0.0765239594088]",0
905,How to improve website rankings: Advice from #Google and #Bing at #SXSW | Poynter. {link},"(262144,[48482,59177,103382,122551,138105,150537,154186,241100,243713,253808],[6.09601223251,5.17972150063,4.68909858419,3.87138868098,6.38369430496,1.30643932352,5.87286868119,0.615026147212,0.0,6.1830236095])","[0.428445708443,0.0746101988947,0.0743532276559,0.0756810111706,0.076790692301,0.0747965216464,0.0752528042924,0.120069835597]",0
906,How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},"(262144,[48482,59177,113392,150537,154186,213022,241100,253524,253808],[6.09601223251,5.17972150063,5.28508201629,1.30643932352,5.87286868119,3.0240908206,0.615026147212,2.0086363396,6.1830236095])","[0.41484661081,0.0812803891693,0.0803740804568,0.0839461516982,0.0814623087321,0.082324936575,0.0896377893885,0.0861277331704]",0
907,How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} via @mention,"(262144,[48482,59177,113392,122979,128272,150537,154186,213022,241100,253524,253808],[6.09601223251,5.17972150063,5.28508201629,3.69056975408,1.38124053661,1.30643932352,5.87286868119,3.0240908206,0.615026147212,2.0086363396,6.1830236095])","[0.421380921336,0.0789876094318,0.0871186660018,0.0818050217807,0.0782921062154,0.0799380477117,0.0860787668974,0.086398860625]",0
908,How to improve website rankings: Advice from Google and Bing at #SXSW | Poynter. {link},"(262144,[48482,59177,103382,113392,150537,154186,241100,243713,253524,253808],[6.09601223251,5.17972150063,4.68909858419,5.28508201629,1.30643932352,5.87286868119,0.615026147212,0.0,2.0086363396,6.1830236095])","[0.393927145812,0.0776447890138,0.0772835217501,0.0797827134526,0.0800822076206,0.0784092076723,0.0854965294161,0.127373885262]",0
938,"Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw","(262144,[15479,38016,40008,82246,82736,95898,108647,115420,155604,206785,212560,241100,253524,256018,259489],[0.0,0.0,0.0,0.0,0.0,0.0,6.38369430496,0.0,0.0,0.0,6.01596952484,0.615026147212,2.0086363396,0.0,0.0])","[0.199046952637,0.101325938245,0.182592279445,0.106394103551,0.101829224641,0.103080089565,0.103739803337,0.101991608579]",0
943,"#sxsw etiquette: don't talk, and turn off your keyboard clicking iPad owners.","(262144,[25826,34478,43461,64229,88302,211408,227983,241100],[0.0,0.0,0.0,0.0,6.1830236095,0.0,2.1085725878,0.615026147212])","[0.192090640678,0.1105742345,0.111109212233,0.116992751628,0.112165578974,0.114339511416,0.131090260609,0.111637809962]",0
944,Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,"(262144,[18410,49918,74447,113393,115320,128272,212053,219578,221790,227983,236232,241100],[0.0,0.0,6.1830236095,0.0,0.0,1.38124053661,2.8125978865,4.55556719156,4.4065316124,2.1085725878,4.91735723617,0.615026147212])","[0.17328857239,0.138769364324,0.0908220161473,0.119478832874,0.10543454634,0.129614154536,0.150918114987,0.0916743984028]",0
956,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,"(262144,[25014,30006,89870,97162,115846,119757,128272,152734,165211,168976,212560,241100],[0.0,4.45378449725,4.3468123777,0.0,0.0,0.0,1.38124053661,0.0,0.0,5.58518660874,6.01596952484,0.615026147212])","[0.230415881476,0.161278235153,0.0913265723765,0.0953611288963,0.0944089442923,0.0985965508373,0.0934416637333,0.135171023236]",0
958,I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,"(262144,[16146,32890,70028,87568,91634,109908,186712,241100,245044,245806],[0.0,5.17972150063,4.30425276328,3.8187449475,6.63500873324,0.0,5.44542466637,0.615026147212,4.8197187666,4.97000096965])","[0.219860842766,0.0806984250968,0.11722634597,0.0809692263834,0.1502704248,0.109000873224,0.163624148892,0.0783497128685]",0
989,&quot;O frabjous day ! Callooh ! Callay !??_[Baaah!?]&quot;???Lewis,"(262144,[13957,24317,28990,100894,133266,186090,256584],[4.31823900526,0.0,10.7240861149,0.0,0.0,0.0,0.0])","[0.19338403582,0.104658870907,0.109464296095,0.119619156596,0.110431553421,0.149772906106,0.111157771285,0.101511409771]",0
990," Carroll ??? crowd swarms for iPad 2 launch {link} via @mention #SXSW""","(262144,[71322,90136,102257,122979,128272,133255,150537,204400,212053,227983,231578,249180],[4.84324926401,0.0,3.46292506988,3.69056975408,1.38124053661,5.87286868119,1.30643932352,5.53639644457,2.8125978865,2.1085725878,5.87286868119,2.33481211682])","[0.253363682868,0.144017949637,0.147013694962,0.091347123978,0.0905550958681,0.0979424412453,0.0901350918438,0.0856249195974]",0
994,"Preview tracks of showcasing artists/musicians at #SXSW, downloadable as torrents {link}","(262144,[61200,87842,90527,91038,118518,146454,150537,186759],[5.74770553824,4.57358569706,0.0,6.63500873324,0.0,0.0,1.30643932352,6.63500873324])","[0.256722735422,0.140831667189,0.103784633181,0.0889768436945,0.100768512525,0.115197015439,0.104079186887,0.0896394056629]",0
996,"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}","(262144,[6053,7062,35413,54831,74079,89074,92323,124084,150537,176048,196302,200236,234892,241100,249180,249648,257371],[0.0,4.64909324957,0.0,6.1830236095,5.40286505195,5.32282234428,6.38369430496,0.0,1.30643932352,0.0,0.0,0.0,0.0,0.615026147212,2.33481211682,0.0,0.0])","[0.228613664879,0.0889622815488,0.172775359852,0.0857227684151,0.0846611499118,0.124182049408,0.109121127453,0.105961598532]",0
1005,Google Circles - looking forward to this. sadly no launch at #SXSW,"(262144,[45531,49056,65408,102257,204923,218882,225686,241100,253524],[2.64338267721,4.11501076364,6.50147734062,3.46292506988,5.48987642894,6.50147734062,6.63500873324,0.615026147212,2.0086363396])","[0.263944765505,0.0790783459646,0.0887359037536,0.0986717592994,0.154800071803,0.0842122300407,0.147165657921,0.0833912657138]",0
1007,Google Circles at #sxsw whoooooo {link},"(262144,[49056,150537,169053,241100,253524],[4.11501076364,1.30643932352,0.0,0.615026147212,2.0086363396])","[0.151931380149,0.115162553385,0.114020918292,0.131120386985,0.125573727212,0.116220367665,0.129934085517,0.116036580795]",0
1012,"Google Circles might launch today at #sxsw, a new social network: {link}","(262144,[29945,49056,87842,102257,143894,147801,150537,215949,252445,253524],[2.66471681969,4.11501076364,4.57358569706,3.46292506988,3.40476914972,4.99739994384,1.30643932352,3.39353307646,0.0,2.0086363396])","[0.178145684598,0.110437805596,0.101524335701,0.112784608005,0.16572865709,0.126785078742,0.112105566547,0.0924882637197]",0
1015,Google Circles preview {link} #sxsw,"(262144,[49056,61200,150537,241100,253524],[4.11501076364,5.74770553824,1.30643932352,0.615026147212,2.0086363396])","[0.234690393262,0.10506851608,0.104213812127,0.116434579604,0.112358134617,0.105962382964,0.115476078021,0.105796103325]",0
1016,Google Circles social network? {link} #SXSW,"(262144,[49056,150537,204192,215949,241100,253524],[4.11501076364,1.30643932352,0.0,3.39353307646,0.615026147212,2.0086363396])","[0.172133887058,0.109303603872,0.108333365466,0.132450689284,0.131609442856,0.110112400525,0.12568794732,0.110368663618]",0
1018,Google Circles will be 'Boolean' (?) #sxsw @mention,"(262144,[24061,49056,128272,138543,241100,253524],[0.0,4.11501076364,1.38124053661,0.0,0.615026147212,2.0086363396])","[0.150770728908,0.114924064591,0.113754941863,0.132706677131,0.125316707953,0.11619403508,0.130584167146,0.115748677328]",0
