,text,features,prediction
1116,Google (tries again) to launch a new social network called Circles: {link} #sxsw RT @mention @mention,"(1048576,[29945,102257,128272,178534,178625,215949,248305,382874,412681,503244,631504,985574,1039956],[2.66471681969,3.46292506988,2.76248107321,4.17419963503,6.63500873324,3.39353307646,2.7003858959,3.94618989407,1.30643932352,0.615026147212,6.63500873324,6.63500873324,2.0086363396])",0
1118,"&quot;Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW&quot; (@mention {link}","(1048576,[102257,128272,225949,268327,351861,412681,419833,565676,636402,789691,873616,971897],[3.46292506988,1.38124053661,5.74770553824,5.87286868119,4.50338143839,1.30643932352,6.38369430496,6.38369430496,4.77425639253,6.38369430496,7.48230659363,7.48230659363])",0
1124,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},"(1048576,[109840,128272,264855,360462,412681,456330,503244,699254,752271,1022388,1039291],[5.87286868119,1.38124053661,5.53639644457,6.97148096986,1.30643932352,5.80833016006,0.615026147212,4.77425639253,2.1085725878,6.63500873324,3.04752939357])",0
1125,"&quot;Clarity trumps density, tap quality trumps tap quantity??_&quot; recap of @mention iPad #sxsw talk {link}","(1048576,[23543,128272,216223,412681,491467,503244,513009,597029,608005,752271,858557,1022100],[14.9646131873,1.38124053661,7.48230659363,1.30643932352,14.9646131873,0.615026147212,6.97148096986,7.48230659363,7.48230659363,2.1085725878,4.70971787139,6.63500873324])",0
1130,Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,"(1048576,[128272,411675,412681,503244,562141,611856,737499,869593,975545,1035612],[1.38124053661,7.48230659363,1.30643932352,0.615026147212,7.48230659363,3.8187449475,6.01596952484,3.5702835882,6.78915941307,2.33481211682])",0
1131,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,"(1048576,[128272,174169,226972,232359,248305,336324,380770,503244,529669,544797,746078,978742,1009424,1046328],[4.14372160982,6.63500873324,5.36204305743,3.85353106358,2.7003858959,6.01596952484,7.48230659363,0.615026147212,4.39126414027,6.01596952484,4.4065316124,5.17972150063,4.43778415591,6.97148096986])",0
1132,Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,"(1048576,[128272,271670,271673,287291,309143,322446,368597,473278,503244,634098,683876,712802,737310,783096,927523,929448,1039956],[1.38124053661,7.48230659363,3.8187449475,3.8447204339,7.48230659363,6.97148096986,6.97148096986,7.48230659363,0.615026147212,6.09601223251,7.48230659363,6.2783337893,6.04818164119,5.63647990313,6.2783337893,7.48230659363,2.0086363396])",0
1133,"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!","(1048576,[56559,97704,128272,184856,335831,362039,376830,470402,499481,503244,503645,559316,569819,641423,907627,988966],[2.75491877492,6.78915941307,1.38124053661,5.44542466637,7.48230659363,3.36598312469,4.45378449725,3.49332254706,5.80833016006,0.615026147212,7.48230659363,6.1830236095,2.64338267721,7.48230659363,6.01596952484,6.1830236095])",0
1134,False alarm but could Google be blushing? RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,"(1048576,[18737,29945,102257,128272,178534,215949,248305,265172,308649,382874,412681,503244,655741,835488,1039956],[5.80833016006,2.66471681969,3.46292506988,1.38124053661,4.17419963503,3.39353307646,2.7003858959,7.48230659363,4.61062696874,3.94618989407,1.30643932352,0.615026147212,7.48230659363,4.11501076364,4.01727267921])",0
1139,"No. Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw","(1048576,[23343,29945,102257,128272,178534,215949,248305,308649,382874,406038,412681,449380,503244,892216,892650,1039956],[7.48230659363,2.66471681969,3.46292506988,1.38124053661,4.17419963503,3.39353307646,2.7003858959,4.61062696874,3.94618989407,3.40476914972,1.30643932352,7.19462452118,0.615026147212,4.50338143839,4.89203942818,2.0086363396])",0
1157,"Find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an iPad 2 from @mention","(1048576,[66174,128272,208332,490924,503244,515160,602617,616166,634098,752271,831308,998485],[7.48230659363,2.76248107321,7.48230659363,4.30425276328,0.615026147212,5.63647990313,4.47004501812,4.77425639253,6.09601223251,2.1085725878,6.38369430496,2.8125978865])",0
1160,Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,"(1048576,[57400,128272,380774,503244,598385,602617,611856,652519,999408,1035612],[5.08441132083,1.38124053661,6.2783337893,0.615026147212,7.48230659363,4.47004501812,3.8187449475,5.28508201629,6.09601223251,4.66962423363])",0
1162,@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,"(1048576,[128272,414172,503244,517259,581306,598761,602617,788084,849833,998485,1039956,1043624],[1.38124053661,5.40286505195,0.615026147212,4.8197187666,5.40286505195,4.99739994384,4.47004501812,4.18646972762,5.36204305743,2.8125978865,2.0086363396,6.78915941307])",0
1164,"#ACLU Approved? WT? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw","(1048576,[29945,102257,128272,178534,215949,248305,269357,308649,382874,406038,412681,503244,566049,638640,892216,892650,1039956],[2.66471681969,3.46292506988,1.38124053661,4.17419963503,3.39353307646,2.7003858959,7.48230659363,4.61062696874,3.94618989407,3.40476914972,1.30643932352,0.615026147212,7.48230659363,6.97148096986,4.50338143839,4.89203942818,2.0086363396])",0
1165,Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,"(1048576,[128272,179342,287291,322590,488803,503244,557812,569819,570039,686674,859099,939916,1012563,1022132],[4.14372160982,6.50147734062,7.6894408678,6.38369430496,6.09601223251,0.615026147212,3.85353106358,2.64338267721,7.48230659363,6.78915941307,6.63500873324,6.97148096986,6.38369430496,5.36204305743])",0
1169,"{link} harrymccracken: There are still iPad 2s to be had, at least at the #sxsw pop-up ... {link} @mention","(1048576,[23825,128272,319179,346701,412681,466736,503244,560488,666059,752271,828985],[7.48230659363,1.38124053661,3.94618989407,6.1830236095,2.61287864705,5.08441132083,0.615026147212,4.45378449725,7.48230659363,2.1085725878,6.1830236095])",0
1180,@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},"(1048576,[78474,102257,128272,248305,269511,412681,462367,503244,752271,816763,914023,998485,1039291],[4.68909858419,3.46292506988,2.76248107321,2.7003858959,2.53354670325,1.30643932352,2.24763925416,0.615026147212,2.1085725878,4.23711346044,4.43778415591,2.8125978865,3.04752939357])",0
1181,"@mention RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps","(1048576,[12442,59453,93917,128272,248305,261496,386488,412681,430327,466524,557812,737310,788084,1039956],[4.57358569706,6.38369430496,5.28508201629,4.14372160982,2.7003858959,6.38369430496,6.01596952484,1.30643932352,6.63500873324,4.64909324957,3.85353106358,3.0240908206,4.18646972762,2.0086363396])",0
1182,@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},"(1048576,[128272,248305,269511,288937,397170,412681,459090,462367,503244,801172,998485,1035612,1039291],[2.76248107321,2.7003858959,2.53354670325,7.48230659363,4.23711346044,2.61287864705,5.44542466637,2.24763925416,0.615026147212,7.48230659363,2.8125978865,2.33481211682,3.04752939357])",0
1183,@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSW??,"(1048576,[10681,14072,29945,128272,248305,258652,507875,611856,888368,937623,1048480],[6.97148096986,5.6905471244,2.66471681969,4.14372160982,2.7003858959,6.97148096986,4.86734681559,3.8187449475,5.63647990313,6.97148096986,6.97148096986])",0
1184,@mention RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,"(1048576,[93917,128272,131408,248305,345954,363304,394176,406038,412681,414044,435361,490924,503244,659821,708272],[5.28508201629,2.76248107321,6.97148096986,2.7003858959,6.97148096986,5.63647990313,6.97148096986,3.40476914972,1.30643932352,6.97148096986,6.97148096986,4.30425276328,0.615026147212,4.64909324957,5.80833016006])",0
1185,@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},"(1048576,[128272,248305,263738,383661,412681,529665,611856,762049,816058,982801,1035612,1039291],[4.14372160982,2.7003858959,4.3468123777,3.93652798316,1.30643932352,5.53639644457,3.8187449475,3.63927645969,6.78915941307,6.01596952484,2.33481211682,3.04752939357])",0
1186,"@mention RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}","(1048576,[29945,128272,248305,287291,412681,503244,545073,625954,651366,671508,737310,839058,866278,976380,1003639,1004100],[2.66471681969,2.76248107321,2.7003858959,3.8447204339,1.30643932352,0.615026147212,5.74770553824,6.09601223251,6.97148096986,5.36204305743,3.0240908206,5.36204305743,6.1830236095,6.97148096986,4.13826762581,6.97148096986])",0
1187,@mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch,"(1048576,[78474,102257,128272,248305,269511,462367,503244,752271,816763,818931,914023,998485,1039291],[4.68909858419,3.46292506988,2.76248107321,2.7003858959,2.53354670325,2.24763925416,0.615026147212,2.1085725878,4.23711346044,6.38369430496,4.43778415591,2.8125978865,3.04752939357])",0
1188,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},"(1048576,[29945,110319,128272,248305,269511,391766,412681,503244,611856,676452,736253,1035612],[2.66471681969,4.91735723617,2.76248107321,2.7003858959,2.53354670325,3.21028085417,1.30643932352,0.615026147212,3.8187449475,4.86734681559,4.91735723617,2.33481211682])",0
1189,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},"(1048576,[29945,110319,128272,187457,248305,269511,391766,412681,503244,611856,676452,736253],[2.66471681969,4.91735723617,2.76248107321,5.63647990313,2.7003858959,2.53354670325,3.21028085417,1.30643932352,0.615026147212,3.8187449475,4.86734681559,4.91735723617])",0
1190,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},"(1048576,[29945,110319,128272,187457,248305,269511,391766,412681,503244,611856,676452,736253,761000],[2.66471681969,4.91735723617,2.76248107321,5.63647990313,2.7003858959,2.53354670325,3.21028085417,1.30643932352,0.615026147212,3.8187449475,4.86734681559,4.91735723617,5.21362305231])",0
1191,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},"(1048576,[29945,110319,128272,248305,269511,391766,412681,466736,503244,611856,676452,736253,761000],[2.66471681969,4.91735723617,2.76248107321,2.7003858959,2.53354670325,3.21028085417,1.30643932352,5.08441132083,0.615026147212,3.8187449475,4.86734681559,4.91735723617,5.21362305231])",0
1192,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},"(1048576,[29945,110319,128272,187457,248305,269511,391766,412681,503244,611856,676452,736253,761000],[2.66471681969,4.91735723617,2.76248107321,5.63647990313,2.7003858959,2.53354670325,3.21028085417,1.30643932352,0.615026147212,3.8187449475,4.86734681559,4.91735723617,5.21362305231])",0
1193,@mention RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,"(1048576,[128272,248305,271673,287291,350535,383661,391766,408716,412681,503244,569819,785551],[2.76248107321,2.7003858959,3.8187449475,3.8447204339,7.48230659363,3.93652798316,3.21028085417,6.01596952484,1.30643932352,0.615026147212,2.64338267721,5.74770553824])",0
1194,@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? We??ll be giving away 5 at a 2b-announced location. Stay tuned!,"(1048576,[45283,56559,128272,190256,247532,248305,263738,280821,282674,533417,552394,706316,712858,762049,846363,854213,859681,876121],[6.38369430496,2.75491877492,2.76248107321,4.29045944115,7.48230659363,2.7003858959,4.3468123777,7.19462452118,7.48230659363,5.02557082081,7.48230659363,6.97148096986,6.78915941307,3.63927645969,7.48230659363,4.97000096965,5.80833016006,4.89203942818])",0
1195,@mention RT @mention Who said you won't be able to get iPad 2 at #SXSW? Apple is opening pop-up store in Austin. {link},"(1048576,[78474,101464,128272,168976,248305,263738,269511,275194,319179,362039,412681,462367,752271,998485],[4.68909858419,5.53639644457,2.76248107321,5.58518660874,2.7003858959,4.3468123777,2.53354670325,5.53639644457,3.94618989407,3.36598312469,1.30643932352,2.24763925416,2.1085725878,2.8125978865])",0
1196,#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),"(1048576,[81555,128272,151393,248305,440537,462367,465864,503244,896353,1034150],[7.48230659363,2.76248107321,5.40286505195,2.7003858959,6.97148096986,2.24763925416,5.87286868119,0.615026147212,3.96579836546,6.97148096986])",0
1197,#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,"(1048576,[128272,205820,248305,283142,360841,439303,440537,503244,529461,582816,737310,746078,752271],[4.14372160982,7.48230659363,2.7003858959,5.74770553824,7.48230659363,7.48230659363,6.97148096986,0.615026147212,5.58518660874,7.48230659363,3.0240908206,4.4065316124,2.1085725878])",0
1198,#jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},"(1048576,[62713,128272,248305,269511,397170,412681,503244,602617,634366,752271,760030,785731,903198,950286,998485,1035612],[5.21362305231,1.38124053661,2.7003858959,2.53354670325,4.23711346044,1.30643932352,0.615026147212,4.47004501812,3.45102016737,2.1085725878,5.36204305743,6.97148096986,6.63500873324,6.63500873324,2.8125978865,2.33481211682])",0
1199,"#SXSW ?? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}","(1048576,[29945,102257,128272,178534,215949,248305,308649,382874,406038,412681,503244,668326,892216,892650,1039956],[2.66471681969,3.46292506988,1.38124053661,4.17419963503,3.39353307646,2.7003858959,4.61062696874,3.94618989407,3.40476914972,1.30643932352,0.615026147212,6.78915941307,4.50338143839,4.89203942818,2.0086363396])",0
1200,Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,"(1048576,[56559,128272,140075,248305,362039,466524,503244,648674,762049,853921,978742,1006010],[2.75491877492,5.52496214642,6.97148096986,2.7003858959,3.36598312469,4.64909324957,0.615026147212,7.48230659363,3.63927645969,5.53639644457,5.17972150063,4.55556719156])",0
1201,Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},"(1048576,[128272,248305,258647,412681,468839,503244,649315,760030,816763,853921,878657],[1.38124053661,2.7003858959,5.1151829795,1.30643932352,6.97148096986,0.615026147212,7.48230659363,5.36204305743,4.23711346044,5.53639644457,6.63500873324])",0
